,Index,Org ID,Name,Website,Country,Description,Founded,Industry,Num of employees
20,595,,Bauer-Hanna,https://stevenson.org/,Netherlands Antilles,Fundamental next generation hierarchy,1984,Electrical / Electronic Manufacturing,
21,607,,Cole-Grant,http://www.brandt.biz/,Romania,Self-enabling radical utilization,1972,Mechanical or Industrial Engineering,
22,652,,Burnett Ltd,http://www.beasley-hahn.biz/,Ukraine,Phased asynchronous migration,1995,Fundraising,
23,694,,Waters-Prince,https://palmer.com/,Turks and Caicos Islands,Stand-alone upward-trending Graphic Interface,2005,Performing Arts,
24,696,,Hays-Howard,http://www.herring.info/,Colombia,Monitored 24hour interface,2005,Public Safety,
25,847,,Reilly LLC,https://haney.com/,Rwanda,Cross-group 24/7 matrix,2008,Business Supplies / Equipment,
26,872,,Howard-Landry,https://www.suarez.com/,Bangladesh,Ameliorated 24/7 alliance,1972,Staffing / Recruiting,
27,875,,Bates PLC,https://www.ayala.info/,Madagascar,Synergized neutral capacity,1984,Civil Engineering,
28,903,,Morton and Sons,http://hahn.com/,Ghana,Customer-focused upward-trending methodology,2020,Machinery,
29,988,,Werner PLC,https://daniel.biz/,Solomon Islands,Pre-emptive mission-critical archive,2017,Public Safety,
30,1020,,Hahn-Garrison,https://www.gonzales.com/,Pakistan,Pre-emptive secondary open system,2021,Food Production,
31,1069,,Pittman-Frank,http://bates.com/,Cambodia,Future-proofed multi-state adapter,1992,Information Technology / IT,
32,1112,,Gross PLC,https://carney.biz/,Latvia,Re-contextualized actuating open system,1992,Telecommunications,
33,1136,,Nelson-Mcintyre,http://www.beltran-maxwell.org/,Djibouti,Organic bandwidth-monitored hardware,1973,Non - Profit / Volunteering,
34,1140,,Calderon-Horne,http://www.bullock.com/,Guatemala,Stand-alone hybrid analyzer,2016,Veterinary,
35,1173,,Conley PLC,http://king-sims.biz/,Cote d'Ivoire,Versatile asymmetric superstructure,1998,Law Practice / Law Firms,
36,1175,,Hull-Mckee,http://www.bartlett.info/,Puerto Rico,Synergized human-resource matrix,1982,Newspapers / Journalism,
37,1182,,Page-Morris,https://rocha.com/,Saint Helena,Enhanced responsive paradigm,2017,Financial Services,
38,1246,,Lin LLC,http://parrish-mccarty.net/,Faroe Islands,Innovative mobile throughput,1988,Judiciary,
39,1269,,Phillips Inc,https://www.whitehead.com/,Madagascar,Visionary bi-directional core,1999,Logistics / Procurement,
40,1283,,Salinas Group,http://fuller.com/,Kazakhstan,Reactive optimizing software,1999,Performing Arts,
41,1312,,Pugh and Sons,https://www.singleton.net/,South Africa,Secured directional functionalities,1985,Information Services,
42,1316,,Carrillo-Bentley,https://mcdaniel.com/,Uganda,Sharable upward-trending archive,1987,Motion Pictures / Film,
43,1361,,Black-Booth,http://cantrell-douglas.biz/,Cook Islands,Virtual reciprocal success,2001,Supermarkets,
44,1374,,Reynolds-Scott,http://www.nicholson.net/,Saint Barthelemy,Streamlined multi-state benchmark,1980,Animation,
45,1387,,Haley Ltd,https://norris.biz/,Iceland,Re-engineered optimizing encoding,2017,Aviation / Aerospace,
46,1480,,Mcknight-Conway,http://www.howell.net/,Japan,Ameliorated web-enabled encoding,2021,Warehousing,
47,1489,,Arias PLC,https://www.eaton.com/,Liechtenstein,Ameliorated mission-critical Graphic Interface,1987,Plastics,
48,1507,,Schultz Inc,http://cruz.net/,Swaziland,Self-enabling systemic initiative,1984,Automotive,
49,1563,,Hartman Ltd,http://fritz.com/,Albania,Optional mission-critical process improvement,1990,Tobacco,
50,1601,,Roberson LLC,https://www.stokes-austin.com/,Serbia,Phased 5thgeneration customer loyalty,2007,Apparel / Fashion,
51,1669,,Reynolds Inc,https://www.zamora.net/,Bolivia,Profound foreground database,2005,Newspapers / Journalism,
52,1691,,Schaefer-Watts,https://www.farley.com/,Moldova,Grass-roots bi-directional flexibility,1972,Mechanical or Industrial Engineering,
53,1736,,Marquez PLC,https://payne.com/,Bhutan,Ergonomic 4thgeneration methodology,2009,Commercial Real Estate,
54,1755,,Deleon Group,http://www.arroyo.com/,Comoros,Future-proofed dedicated time-frame,2019,Individual / Family Services,
55,1763,,Macdonald Group,http://www.kaufman-wiggins.net/,Equatorial Guinea,Focused transitional interface,1974,Automotive,
56,1813,,Bender Group,https://www.bowers.com/,Norway,Horizontal grid-enabled system engine,1986,Dairy,
57,1849,,Kent LLC,https://mclean-daniels.com/,Marshall Islands,Object-based eco-centric archive,1986,Design,
58,1855,,Perez-Richardson,http://anderson-moses.info/,United Kingdom,Object-based uniform data-warehouse,1978,Market Research,
59,1873,,Fletcher and Sons,https://www.barton.com/,Macedonia,Integrated modular complexity,1990,Defense / Space,
60,2006,,Russell PLC,http://hurley-oconnell.com/,Comoros,Open-source content-based concept,1992,Wholesale,
61,2029,,David Group,http://www.singleton.com/,Slovenia,Persevering stable alliance,1980,Computer / Network Security,
62,2045,,Santiago-Nash,https://www.norton-wolf.net/,Saint Helena,Re-contextualized analyzing solution,2002,Telecommunications,
63,2049,,Estrada-Armstrong,http://gordon-crawford.com/,Dominican Republic,Face-to-face foreground forecast,2013,Graphic Design / Web Design,
64,2050,,Schultz-Bell,http://www.hill.biz/,American Samoa,Polarized solution-oriented moratorium,1973,Plastics,
65,2111,,Dawson-Haney,http://www.crosby.com/,Saint Lucia,Configurable empowering open system,1981,Biotechnology / Greentech,
66,2130,,Morrow PLC,https://www.gould-mccormick.com/,Switzerland,Profit-focused dynamic hierarchy,2008,Printing,
67,2143,,Hurst-Gonzales,https://www.merritt-gamble.com/,Yemen,Compatible dynamic concept,2009,Medical Equipment,
68,2201,,Bishop and Sons,http://herman.com/,Moldova,Object-based upward-trending support,2011,Other Industry,
69,2229,,Matthews Ltd,http://www.hester.org/,Japan,Diverse background adapter,1997,Packaging / Containers,
70,2303,,Jackson-Frederick,https://ellison.com/,Turks and Caicos Islands,Enhanced optimal artificial intelligence,1993,Aviation / Aerospace,
71,2333,,Warren Inc,https://strong-crane.com/,Algeria,Inverse tangible focus group,1994,Other Industry,
72,2358,,Payne-Cooke,https://www.kent-villarreal.biz/,Uzbekistan,Realigned zero tolerance Local Area Network,2011,Textiles,
73,2368,,Jordan PLC,https://www.burns-gentry.com/,Malawi,Diverse 6thgeneration collaboration,1976,Restaurants,
74,2542,,Daniels Group,https://mendez-rodriguez.com/,Northern Mariana Islands,Self-enabling high-level flexibility,2010,Capital Markets / Hedge Fund / Private Equity,
75,2562,,Allison Ltd,https://www.crawford.com/,Monaco,Ergonomic hybrid attitude,2020,Fishery,
76,2572,,Harris-Stout,https://jefferson.info/,Sao Tome and Principe,Business-focused 3rdgeneration hub,2009,Judiciary,
77,2589,,Rich-Holmes,http://www.chapman-wade.net/,Guyana,Compatible bottom-line pricing structure,1989,Sporting Goods,
78,2645,,Mills Ltd,https://www.maldonado-dean.org/,Honduras,User-friendly background complexity,1995,Automotive,
79,2663,,Hall Ltd,http://www.leach.com/,Bahrain,Open-architected intermediate extranet,2012,Other Industry,
80,2678,,Shea-Giles,https://conner-malone.com/,Sierra Leone,Assimilated value-added projection,1991,Wholesale,
81,2684,,Tanner and Sons,http://www.dennis.com/,Belize,Ergonomic optimal archive,1991,Accounting,
82,2701,,Zavala and Sons,https://english.com/,Vanuatu,Reverse-engineered neutral knowledge user,1996,Human Resources / HR,
83,2732,,Mora PLC,http://www.pierce-ponce.net/,El Salvador,Multi-channeled static framework,2013,Food / Beverages,
84,2740,,Rangel Inc,http://blake.com/,Wallis and Futuna,Organic 4thgeneration superstructure,1999,Architecture / Planning,
85,2812,,Chung-Stanley,https://www.maddox-mills.com/,Somalia,Exclusive client-server algorithm,1987,Computer Software / Engineering,
86,2815,,Avery Ltd,https://www.alexander.biz/,Turkey,Reduced background process improvement,2016,Insurance,
87,2820,,Hull-Marks,http://love-hood.com/,Armenia,Future-proofed mission-critical standardization,2016,Fundraising,
88,2892,,Sanford-Greene,https://erickson.com/,Falkland Islands (Malvinas),Grass-roots uniform challenge,1981,Venture Capital / VC,
89,2976,,Bartlett-Liu,https://hardy.com/,Mongolia,Down-sized clear-thinking service-desk,1985,Design,
90,3024,,Barnes-Hudson,https://www.willis.com/,Sao Tome and Principe,Networked context-sensitive parallelism,1998,Electrical / Electronic Manufacturing,
91,3033,,Anderson-Mann,https://www.baker.com/,Kenya,Mandatory reciprocal hardware,1986,Political Organization,
92,3081,,Pierce PLC,http://wolf.org/,South Georgia and the South Sandwich Islands,Versatile fault-tolerant function,1977,Management Consulting,
93,3104,,Conrad PLC,http://www.cohen.info/,French Southern Territories,Sharable 24hour initiative,1987,Broadcast Media,
94,3105,,Nguyen-Barrett,http://peck.net/,Egypt,Enterprise-wide transitional artificial intelligence,1983,Health / Fitness,
95,3127,,Hart Inc,https://www.ellis-delgado.org/,Seychelles,Fully-configurable uniform architecture,2015,Utilities,
96,3128,,Mccormick Group,http://romero-cole.com/,Taiwan,Balanced next generation secured line,1979,Industrial Automation,
97,3154,,Johnston PLC,http://salazar-barrera.com/,Kazakhstan,Object-based encompassing challenge,2020,Retail Industry,
98,3178,,Carpenter-Espinoza,https://www.cochran.com/,Haiti,Switchable tangible secured line,1979,Newspapers / Journalism,
99,3208,,Dominguez-Morgan,http://ruiz.net/,Uruguay,Seamless discrete architecture,1978,Chemicals,
100,3231,,Callahan-Shields,https://www.frank.com/,Swaziland,Function-based national infrastructure,1983,Other Industry,
101,3242,,Orr-Henry,http://faulkner.info/,Equatorial Guinea,Face-to-face bifurcated access,1991,Mechanical or Industrial Engineering,
102,3244,,Solomon Ltd,http://anderson.org/,China,Upgradable next generation toolset,1979,Political Organization,
103,3246,,Curtis-Kerr,http://www.joyce.net/,Tuvalu,Multi-layered context-sensitive superstructure,2005,Environmental Services,
104,3277,,Jenkins-Garcia,http://www.suarez-shelton.com/,Saint Lucia,Public-key reciprocal challenge,1984,Cosmetics,
105,3340,,Lester-Watts,https://www.mcmahon-fletcher.com/,Yemen,Organic didactic system engine,2019,Capital Markets / Hedge Fund / Private Equity,
106,3396,,Ayers Inc,http://valenzuela.com/,Cameroon,Mandatory non-volatile data-warehouse,1970,Paper / Forest Products,
107,3404,,Booth Ltd,https://www.hebert-frye.org/,Malta,Switchable empowering standardization,1980,Import / Export,
108,3414,,Brady-Cochran,https://leon-lara.com/,Norfolk Island,Vision-oriented fault-tolerant projection,2004,Investment Management / Hedge Fund / Private Equity,
109,3474,,Mcmillan Group,http://dyer.com/,Yemen,Adaptive mission-critical architecture,2001,Banking / Mortgage,
110,3479,,Richmond-Dickerson,http://www.bird.com/,Germany,Distributed explicit service-desk,2013,Outsourcing / Offshoring,
111,3523,,Dennis Inc,https://gray.info/,Monaco,Secured scalable forecast,1975,Publishing Industry,
112,3535,,Welch and Sons,http://baldwin.info/,Liberia,Multi-tiered 4thgeneration Local Area Network,1993,Food Production,
113,3545,,Mueller LLC,http://stuart.com/,Faroe Islands,Customer-focused 5thgeneration core,1990,Education Management,
114,3650,,Gill-Munoz,https://sherman.net/,Mali,Balanced contextually-based approach,2013,Judiciary,
115,3657,,Salinas-Yu,https://www.franco.com/,Montserrat,Face-to-face leadingedge database,2003,Farming,
116,3683,,Delacruz-Pacheco,https://www.mooney-chavez.com/,Madagascar,Triple-buffered incremental time-frame,2001,Animation,
117,3707,,Kerr-Mccoy,http://sawyer-norton.com/,Saint Lucia,Open-architected asymmetric support,1980,Fundraising,
118,3765,,Gordon-Obrien,https://douglas.net/,Afghanistan,Enhanced coherent artificial intelligence,1981,Apparel / Fashion,
119,3792,,Beltran LLC,http://winters.com/,Austria,Customer-focused contextually-based projection,2007,Cosmetics,
120,3801,,Walters-Lloyd,http://abbott-moses.com/,Malta,User-friendly 3rdgeneration leverage,2016,Mental Health Care,
121,3890,,Roberson-Christian,http://duarte.com/,Togo,Devolved secondary archive,1982,Insurance,
122,3901,,Walton-Garrison,https://www.perkins-estrada.net/,Greenland,Business-focused composite budgetary management,2017,Computer Software / Engineering,
123,3986,,Leon-Herrera,http://www.mccormick.com/,Mozambique,Devolved heuristic middleware,1985,Professional Training,
124,4022,,Maxwell-Frank,http://holmes.com/,Jersey,Customizable asymmetric product,2019,Legal Services,
125,4034,,Hooper-Carrillo,http://www.rodgers-sheppard.com/,United States of America,Customizable explicit installation,2000,Real Estate / Mortgage,
126,4077,,Ashley PLC,https://www.fuentes-snyder.net/,Pakistan,Switchable bandwidth-monitored toolset,1978,Package / Freight Delivery,
127,4089,,Yates-Paul,http://sosa-ayala.org/,Madagascar,Focused multimedia framework,2004,Airlines / Aviation,
128,4129,,Fields and Sons,https://shaw.com/,Togo,Monitored foreground help-desk,1985,Health / Fitness,
129,4161,,Dudley-Cooper,https://www.black.com/,Thailand,Optional foreground emulation,2018,Mechanical or Industrial Engineering,
130,4186,,Jacobson and Sons,http://wolf.net/,Zimbabwe,Expanded clear-thinking synergy,2012,Writing / Editing,
131,4199,,Coleman Inc,http://melton-wyatt.com/,Switzerland,Up-sized modular synergy,2008,Alternative Medicine,
132,4205,,Wilcox PLC,http://french-johns.com/,Australia,Integrated didactic project,1999,Capital Markets / Hedge Fund / Private Equity,
133,4315,,Lamb-Osborne,http://dickerson-wu.com/,Guinea,Optimized optimizing groupware,2007,Mental Health Care,
134,4362,,Carlson-Davis,http://www.lin-tyler.com/,Micronesia,Organic impactful knowledge user,2009,Sports,
135,4366,,Dawson-Jordan,http://dennis.com/,Micronesia,Advanced exuding function,1971,Government Relations,
136,4369,,Mason-Drake,http://www.pope.com/,Brunei Darussalam,Vision-oriented multi-state structure,2004,Civic / Social Organization,
137,4371,,Morrow-Nunez,http://www.rowe.net/,Portugal,Public-key maximized task-force,1982,Electrical / Electronic Manufacturing,
138,4403,,Mosley and Sons,http://leblanc-bean.com/,Japan,Focused tertiary Graphic Interface,1978,Utilities,
139,4404,,Lucero-Ramirez,https://www.gray.com/,Paraguay,Advanced foreground matrices,2016,Mechanical or Industrial Engineering,
140,4416,,Bryant Ltd,https://www.andersen-gardner.com/,Portugal,Assimilated local circuit,1983,Entertainment / Movie Production,
141,4512,,Swanson-Patrick,http://brandt-escobar.com/,Falkland Islands (Malvinas),Adaptive explicit archive,1992,Law Enforcement,
142,4560,,Schultz-Park,https://murphy-proctor.org/,Cote d'Ivoire,Re-engineered bi-directional migration,2022,Banking / Mortgage,
143,4563,,Hartman PLC,http://howe.com/,Mayotte,Vision-oriented 24hour migration,1970,Defense / Space,
144,4649,,Clements Ltd,http://hogan.com/,Saint Vincent and the Grenadines,Object-based secondary website,2015,International Trade / Development,
145,4707,,Mora-Bryant,https://www.perkins.com/,Liechtenstein,Down-sized cohesive pricing structure,2009,Railroad Manufacture,
146,4759,,Morrison-Mercer,https://fitzpatrick.info/,Cambodia,Decentralized mission-critical core,1981,Information Technology / IT,
147,4847,,Abbott-Hess,https://vasquez.com/,Romania,Extended explicit moratorium,1984,Staffing / Recruiting,
148,4848,,Zavala Inc,https://leblanc-galvan.com/,Thailand,Customizable bandwidth-monitored interface,2019,Semiconductors,
149,4873,,Simon Inc,http://ward-shepherd.com/,Suriname,Synergistic holistic model,2001,Shipbuilding,
150,4968,,Hoffman-Calhoun,https://www.mcclure-marshall.com/,Falkland Islands (Malvinas),Versatile cohesive frame,1978,Transportation,
151,5011,,Vang and Sons,https://www.shepard.com/,Bahrain,Devolved non-volatile website,2011,Apparel / Fashion,
152,5044,,Peters-David,https://schmidt.org/,China,Reduced motivating core,1990,Political Organization,
153,5072,,Solis-Matthews,https://www.blanchard.com/,Bermuda,Visionary bandwidth-monitored service-desk,1984,Primary / Secondary Education,
154,5091,,Hudson and Sons,http://www.livingston.com/,Cook Islands,Quality-focused incremental Internet solution,2008,Hospitality,
155,5135,,Ewing Ltd,https://www.schroeder.biz/,Sierra Leone,Balanced motivating archive,1986,Banking / Mortgage,
156,5196,,Rogers-Floyd,https://bentley.com/,Western Sahara,Mandatory bandwidth-monitored synergy,1977,Maritime,
157,5215,,Valenzuela-Benton,http://cobb-petty.com/,Cameroon,User-centric client-driven hub,2002,Glass / Ceramics / Concrete,
158,5235,,Andrews LLC,http://www.kemp.com/,Niue,Horizontal composite throughput,1980,Animation,
159,5248,,Hopkins-Moran,https://www.baker.org/,French Guiana,Inverse demand-driven architecture,2020,Consumer Services,
160,5253,,Bailey Ltd,http://www.pham-sanford.com/,Brazil,Integrated radical functionalities,1984,Construction,
161,5295,,Hensley and Sons,https://www.mckee.com/,Ghana,Exclusive static function,2011,Capital Markets / Hedge Fund / Private Equity,
162,5317,,Melton-Landry,http://gardner-rollins.com/,Nigeria,Distributed didactic installation,2003,Packaging / Containers,
163,5348,,Roberts-Edwards,http://downs.info/,Botswana,Ameliorated fresh-thinking complexity,2006,Animation,
164,5389,,Roberts PLC,http://tapia.com/,Pakistan,Cross-platform zero administration moratorium,2006,Computer Games,
165,5395,,Kent-Dickerson,https://www.newton-nixon.com/,Barbados,Exclusive encompassing support,2014,Religious Institutions,
166,5404,,Summers LLC,http://www.li-brandt.com/,Marshall Islands,Mandatory tangible methodology,1982,Fundraising,
167,5524,,Mendoza-Werner,http://www.cowan.org/,Russian Federation,Ergonomic multimedia complexity,1995,Ranching,
168,5528,,Mcknight PLC,http://bentley.org/,Samoa,Universal bandwidth-monitored moratorium,1980,Judiciary,
169,5547,,Kaufman-Compton,https://banks-flynn.info/,Spain,Diverse maximized adapter,2009,Restaurants,
170,5550,,Snow-Owens,http://www.carey.com/,Kazakhstan,Open-source upward-trending leverage,2010,Entertainment / Movie Production,
171,5560,,Pratt PLC,http://maynard-mcknight.com/,Japan,Triple-buffered tangible process improvement,2008,Information Services,
172,5568,,Solomon LLC,https://www.hernandez.com/,Luxembourg,Diverse national model,2005,Research Industry,
173,5587,,Payne-Rios,https://hall-clark.com/,Ethiopia,Digitized non-volatile standardization,1999,Sporting Goods,
174,5659,,Ewing-Sanders,https://www.fuller.com/,Cocos (Keeling) Islands,Multi-layered context-sensitive help-desk,1982,Entertainment / Movie Production,
175,5677,,Hahn PLC,http://stout-paul.com/,Uganda,Distributed fresh-thinking extranet,2002,Library,
176,5693,,Ferguson-Mendoza,http://www.hoover-reyes.com/,Wallis and Futuna,Enterprise-wide didactic analyzer,1991,Semiconductors,
177,5707,,Hunt-Esparza,http://www.reynolds.com/,Hungary,Organic user-facing function,1989,Paper / Forest Products,
178,5713,,Wheeler Group,https://www.harvey-costa.info/,Comoros,Enhanced heuristic strategy,1981,Pharmaceuticals,
179,5752,,Small-Acosta,https://reid-knox.com/,Belize,Quality-focused needs-based help-desk,2010,Mechanical or Industrial Engineering,
180,5831,,Wall-Santana,http://ellis-beard.com/,Cyprus,Customizable cohesive instruction set,2012,Pharmaceuticals,
181,5853,,Gordon-Long,http://macdonald.net/,Panama,Advanced local alliance,1981,Architecture / Planning,
182,5899,,Mason and Sons,https://hobbs.com/,Niger,Organic coherent knowledgebase,2019,Construction,
183,5907,,Ford-Schroeder,http://mcmahon.com/,Algeria,Cross-group foreground toolset,1992,Computer / Network Security,
184,5911,,Arellano-Baldwin,https://turner.biz/,Antigua and Barbuda,Innovative optimal ability,1993,Civic / Social Organization,
185,5963,,Parsons and Sons,https://www.marsh.net/,Moldova,Re-contextualized upward-trending projection,1979,Logistics / Procurement,
186,6035,,Santos Group,http://love.biz/,Senegal,Reduced bi-directional project,1988,Defense / Space,
187,6060,,Harrell-Higgins,https://mayer-cochran.biz/,Greenland,Extended bifurcated workforce,2010,Online Publishing,
188,6066,,Day-Ochoa,http://fitzgerald.com/,United States of America,Synchronized intangible Local Area Network,1971,Consumer Electronics,
189,6093,,Wise-Lam,http://santiago-shields.info/,Guyana,Adaptive maximized knowledge user,1985,Cosmetics,
190,6175,,Knapp Inc,https://www.madden.com/,Ireland,Implemented object-oriented software,2004,Motion Pictures / Film,
191,6178,,Wright-Sandoval,http://jenkins.biz/,Panama,Enterprise-wide transitional project,2022,Photography,
192,6243,,Gibbs-Richard,http://www.cox.com/,Zimbabwe,Polarized global toolset,1978,Photography,
193,6276,,Stein PLC,http://cobb-thornton.biz/,Somalia,Optimized 5thgeneration data-warehouse,1977,Music,
194,6285,,Beck-Brown,http://www.byrd.com/,Norway,Cross-group even-keeled benchmark,1989,Biotechnology / Greentech,
195,6301,,Stone Ltd,http://www.charles.com/,Austria,Horizontal dynamic algorithm,2021,Computer Networking,
196,6321,,Carney Ltd,http://norton.biz/,Mozambique,Persistent demand-driven array,1975,Internet,
197,6369,,King-Morse,http://www.berger.com/,Nigeria,Future-proofed grid-enabled Local Area Network,2011,Education Management,
198,6382,,Barker-Fowler,http://www.harris-morton.com/,Switzerland,Intuitive local paradigm,1988,Environmental Services,
199,6393,,Shaw-Thornton,https://www.cruz.info/,Ecuador,Phased client-server utilization,2003,Political Organization,
200,6420,,Sheppard and Sons,https://www.richards.com/,Croatia,Focused non-volatile service-desk,1994,Investment Banking / Venture,
201,6440,,Wise Group,https://moyer.com/,Morocco,Quality-focused coherent Graphical User Interface,1996,Entertainment / Movie Production,
202,6444,,Gay-Fields,http://pham.com/,Netherlands Antilles,Open-architected secondary system engine,2009,Mining / Metals,
203,6567,,Bernard LLC,http://garcia.com/,Malta,Pre-emptive empowering adapter,1986,Law Enforcement,
204,6605,,Larson-Daugherty,http://www.griffith.org/,Russian Federation,Exclusive radical intranet,2002,Banking / Mortgage,
205,6665,,Moran LLC,https://bernard.biz/,Monaco,Organized systematic analyzer,2013,E - Learning,
206,6726,,Rice-Foster,https://davies.biz/,Australia,Cross-platform multi-tasking customer loyalty,1971,Events Services,
207,6819,,Villegas and Sons,https://phelps-wilcox.com/,Svalbard & Jan Mayen Islands,Enhanced demand-driven policy,2009,Supermarkets,
208,6825,,Gardner-Mills,http://marks.org/,Cocos (Keeling) Islands,Visionary real-time installation,2002,Environmental Services,
209,6849,,Kirk-Rollins,https://www.pena-joyce.biz/,Turkmenistan,Optional human-resource definition,1979,Publishing Industry,
210,6891,,Meza-Spears,http://maldonado.com/,Macao,Inverse needs-based structure,1974,Biotechnology / Greentech,
211,6907,,Spence-Singh,http://tanner.com/,Albania,Mandatory client-server process improvement,1976,Government Administration,
212,6939,,Lamb PLC,http://hendricks-fletcher.biz/,Chad,Multi-tiered national matrix,1995,Health / Fitness,
213,6943,,Clements-Wise,http://kirby-gonzalez.com/,Sierra Leone,Innovative uniform support,1976,Education Management,
214,6949,,Goodwin LLC,http://www.hogan-alvarado.com/,Kenya,Phased impactful capability,2009,Higher Education / Acadamia,
215,6966,,Nelson LLC,https://www.krueger.com/,Fiji,Innovative coherent capacity,2015,Government Administration,
216,6979,,Floyd LLC,http://whitney-villarreal.org/,Australia,Persistent reciprocal knowledge user,1993,Building Materials,
217,7011,,Crane-Gould,https://www.gentry.com/,Yemen,Proactive client-server superstructure,1985,Venture Capital / VC,
218,7034,,Ewing Inc,https://dunlap-davila.info/,Botswana,Versatile tangible implementation,1989,Entertainment / Movie Production,
219,7037,,Velasquez-Valenzuela,http://www.perez.com/,Malawi,Robust high-level hardware,2009,Investment Banking / Venture,
220,7068,,Dalton-Frey,https://www.sanford.com/,British Virgin Islands,Reactive methodical budgetary management,1981,Leisure / Travel,
221,7096,,Guerrero PLC,https://bradshaw.com/,Lao People's Democratic Republic,Managed homogeneous solution,2003,Import / Export,
222,7154,,Calderon-Baxter,http://marsh.com/,Hungary,Versatile secondary capability,1978,Alternative Medicine,
223,7166,,Greene Inc,http://franklin-glenn.com/,Saint Lucia,Implemented intermediate function,2001,Defense / Space,
224,7185,,Bailey PLC,http://jennings-kirk.org/,Ecuador,Monitored responsive hardware,1982,Performing Arts,
225,7188,,Cantrell Group,https://padilla-cobb.com/,Kenya,Pre-emptive eco-centric core,1993,Graphic Design / Web Design,
226,7369,,Villanueva-Estes,https://york.biz/,French Guiana,Programmable web-enabled analyzer,2013,Commercial Real Estate,
227,7382,,Gonzales-Cordova,http://www.thompson-weeks.org/,Thailand,Enhanced human-resource product,2016,Venture Capital / VC,
228,7425,,Higgins PLC,http://zavala.net/,Sri Lanka,Optional background database,2008,Primary / Secondary Education,
229,7510,,Larson PLC,http://www.lowery-hammond.info/,Heard Island and McDonald Islands,Customer-focused impactful challenge,2002,Sports,
230,7589,,Huang-Krueger,http://www.wilcox.com/,Swaziland,Persevering context-sensitive archive,1998,Consumer Goods,
231,7622,,Russell-Howard,https://avila.org/,Spain,Exclusive asymmetric matrix,1979,Performing Arts,
232,7631,,Ingram Ltd,https://riley.com/,Cook Islands,Advanced didactic protocol,1993,Wine / Spirits,
233,7638,,Jenkins Inc,http://sharp.com/,Serbia,Inverse executive parallelism,1999,Environmental Services,
234,7700,,Mccarty Inc,http://horn-moses.info/,Micronesia,Automated tertiary extranet,1983,Mechanical or Industrial Engineering,
235,7759,,Hughes Group,http://www.levy-chavez.com/,Mayotte,Seamless impactful parallelism,2019,Civic / Social Organization,
236,7774,,Burgess PLC,https://www.kemp-lee.com/,Liberia,Mandatory object-oriented synergy,1984,Executive Office,
237,7777,,Kelly-Quinn,https://www.huber-swanson.com/,China,Optimized mission-critical projection,1985,Utilities,
238,7844,,Cross Group,http://www.santana.com/,Macao,Enhanced object-oriented software,1993,Luxury Goods / Jewelry,
239,7872,,Barton-Jackson,https://www.robertson.biz/,Pakistan,Profound needs-based protocol,1993,Dairy,
240,7885,,Campos-Hubbard,http://gamble.biz/,Sierra Leone,Versatile regional parallelism,2019,Outsourcing / Offshoring,
241,7924,,Spence Group,https://pruitt-mcdowell.com/,Armenia,Adaptive encompassing intranet,2006,Warehousing,
